"","DB_NAME","NR_CPU","QTD_CONEXAO","BUILD_BANCO_DB2","BUILD_INST_DB2","QTD_ERROS_ATUALIZACAO","ULTIMO_RUNSTATS","QTD_OBJETOS_INVALIDOS","PACOTES_INVALIDOS","BUFFERPOLLS_AUTO","MEMORIA_BD","DFT_QUERYOPT","LOGBUFSZ","DB_MEM_THRESH","SELF_TUNING_MEM","DATABASE_MEMORY","DFT_DEGREE","TAMANHO_DO_BANCO_GB","TRIGGERS_AUDLOG","INSTANCE_MEMORY","Target"
"845","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"846","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2128,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"847","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"848","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,1,1,1112,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"849","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,380,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"850","GIPIELA",4,11,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"851","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,666,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"852","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"853","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","1"
"854","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,657,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"855","AGROMETA",2,11,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"856","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3367,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"857","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"858","INTER",2,11,"s141128","s141128",0,"2020-08-19",0,0,0,2144,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"859","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"860","PKENTE",2,11,"s151221","s141128",0,"2019-10-08",0,1,1,1112,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"861","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,373,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"862","GIPIELA",4,11,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"863","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,661,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"864","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"865","OUTLET",2,15,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","1"
"866","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,657,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"867","AGROMETA",2,10,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"868","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3367,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"869","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"870","INTER",2,11,"s141128","s141128",0,"2020-08-19",0,0,0,2163,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"871","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"872","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,1,1,1112,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"873","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,373,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"874","GIPIELA",4,12,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"875","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,666,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"876","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","0"
"877","OUTLET",2,15,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"878","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"879","AGROMETA",2,10,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"880","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3374,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"881","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"882","INTER",2,11,"s141128","s141128",0,"2020-08-19",0,0,0,2155,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"883","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"884","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,1,1,1112,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"885","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,380,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"886","GIPIELA",4,12,"s181109","s1811091400",0,"2020-06-13",0,0,0,687,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"887","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,668,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"888","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"889","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"890","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,657,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"891","AGROMETA",2,10,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"892","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3367,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"893","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"894","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2160,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"895","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"896","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"897","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,380,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"898","GIPIELA",4,12,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"899","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,666,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"900","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","0"
"901","OUTLET",2,17,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","1"
"902","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"903","AGROMETA",2,11,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"904","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3367,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"905","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"906","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2140,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"907","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"908","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"909","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,373,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"910","GIPIELA",4,11,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"911","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,668,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"912","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"913","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","1"
"914","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"915","AGROMETA",2,11,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"916","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3369,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"917","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"918","INTER",2,11,"s141128","s141128",0,"2020-08-19",0,0,0,2151,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"919","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"920","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"921","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,373,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"922","GIPIELA",4,11,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"923","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,661,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"924","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"925","OUTLET",2,15,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"926","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"927","AGROMETA",2,11,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"928","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3372,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"929","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"930","INTER",2,11,"s141128","s141128",0,"2020-08-19",0,0,0,2167,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"931","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"932","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"933","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,380,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"934","GIPIELA",4,12,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"935","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,668,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"936","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"937","OUTLET",2,14,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"938","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"939","AGROMETA",2,10,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"940","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3369,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"941","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"942","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2156,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"943","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"944","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"945","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,380,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"946","GIPIELA",4,12,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"947","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,668,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"948","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","1"
"949","OUTLET",2,17,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","1"
"950","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"951","AGROMETA",2,11,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"952","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3367,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"953","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2627,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"954","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2149,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"955","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"956","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"957","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,373,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"958","GIPIELA",4,13,"s181109","s1811091400",0,"2020-06-13",0,0,0,680,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"959","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,668,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"960","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","0"
"961","OUTLET",2,13,"s141128","s141128",0,"2019-09-07",1,26,0,781,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"962","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"963","AGROMETA",2,11,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"964","DEVKOP",4,16,"s181109","s1811091400",5,"2020-03-18",0,0,0,3368,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"965","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2631,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"966","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2894,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"967","DESTRO",2,10,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"968","PKENTE",2,14,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"969","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,380,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"970","GIPIELA",4,13,"s181109","s1811091400",0,"2020-06-13",0,0,0,692,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"971","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,666,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"972","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","0"
"973","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"974","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"975","AGROMETA",2,10,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"976","DEVKOP",4,19,"s181109","s1811091400",5,"2020-03-18",0,0,0,3413,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"977","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2640,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"978","DESTRO",2,9,"s160901","s141128",0,"2020-07-06",0,25,0,537,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","1"
"979","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"980","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,373,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"981","GIPIELA",4,10,"s181109","s1811091400",0,"2020-06-13",0,0,0,723,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"982","SCHWALM",2,9,"s141128","s141128",1,"2020-02-06",0,9,0,666,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"983","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,391,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","0"
"984","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,783,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"985","BELO",2,9,"s141128","s141128",0,"2019-09-30",0,0,0,662,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"986","AGROMETA",2,9,"s191112","s1811091400",0,"2020-02-18",0,0,0,679,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"987","DEVKOP",4,18,"s181109","s1811091400",5,"2020-03-18",0,0,0,3401,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"988","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2651,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"989","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3400,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"990","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2616,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"991","INTER",2,10,"s141128","s141128",0,"2020-08-19",0,0,0,2534,5,2048,100,"ON (Active)","AUTOMATIC",1,13.45,0,"AUTOMATIC","0"
"992","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,538,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"993","PKENTE",2,11,"s151221","s141128",0,"2019-10-08",0,1,1,1114,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"994","MADESIL",2,9,"special","s141128",0,"2019-10-10",0,1,0,366,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"995","GIPIELA",4,9,"s181109","s1811091400",0,"2020-06-13",0,0,0,716,5,4096,100,"ON (Active)","AUTOMATIC",-1,30,6,"AUTOMATIC","0"
"996","XAPURI",2,9,"special","s141128",0,"2019-11-27",0,0,1,2302,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"997","SCHWALM",2,9,"s141128","s141128",1,"2020-02-06",0,9,0,691,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"998","CRISTAL",2,9,"s141128","s141128",2,"2019-08-25",0,0,0,385,5,1024,100,"ON (Active)","AUTOMATIC",1,4.39,0,"AUTOMATIC","0"
"999","OUTLET",2,11,"s141128","s141128",0,"2019-09-07",1,26,0,771,3,1024,100,"ON (Active)","AUTOMATIC",1,6.71,4,"AUTOMATIC","0"
"1000","BELO",2,8,"s141128","s141128",0,"2019-09-30",0,0,0,639,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"1001","AGROMETA",2,10,"s191112","s1811091400",0,"2020-02-18",0,0,0,666,5,4096,100,"ON (Active)","AUTOMATIC",-1,92.43,8,"AUTOMATIC","0"
"1002","DEVKOP",4,18,"s181109","s1811091400",5,"2020-03-18",0,0,0,3431,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"1003","DONGO",2,9,"s141128","s141128",2,"2020-09-12",0,1,2,2625,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
