"","DB_NAME","NR_CPU","QTD_CONEXAO","BUILD_BANCO_DB2","BUILD_INST_DB2","QTD_ERROS_ATUALIZACAO","ULTIMO_RUNSTATS","QTD_OBJETOS_INVALIDOS","PACOTES_INVALIDOS","BUFFERPOLLS_AUTO","MEMORIA_BD","DFT_QUERYOPT","LOGBUFSZ","DB_MEM_THRESH","SELF_TUNING_MEM","DATABASE_MEMORY","DFT_DEGREE","TAMANHO_DO_BANCO_GB","TRIGGERS_AUDLOG","INSTANCE_MEMORY","Target"
"4064","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4065","DEVKOP",4,22,"s181109","s1811091400",5,"2020-03-18",0,0,0,3378,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4066","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4067","INTER",2,13,"s141128","s141128",0,"2020-08-19",0,0,0,3203,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4068","DESTRO",2,20,"s160901","s141128",0,"2020-07-06",0,25,0,631,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4069","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"4070","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,384,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4071","SCHWALM",2,13,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4072","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3207,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4073","SCHWALM",2,13,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4074","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4075","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4076","DEVKOP",4,19,"s181109","s1811091400",5,"2020-03-18",0,0,0,3358,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4077","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4078","INTER",2,13,"s141128","s141128",0,"2020-08-19",0,0,0,3237,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4079","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,631,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4080","PKENTE",2,11,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"4081","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,384,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4082","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4083","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,3235,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4084","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4085","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4086","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4087","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4088","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4089","INTER",2,14,"s141128","s141128",0,"2020-08-19",0,0,0,3227,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4090","DESTRO",2,15,"s160901","s141128",0,"2020-07-06",0,25,0,631,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4091","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4092","MADESIL",2,12,"special","s141128",0,"2019-10-10",0,1,0,390,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4093","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4094","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3235,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4095","SCHWALM",2,10,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4096","OUTLET",2,15,"s141128","s141128",0,"2019-09-07",1,26,0,936,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4097","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4098","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3358,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4099","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4100","INTER",2,14,"s141128","s141128",0,"2020-08-19",0,0,0,3224,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4101","DESTRO",2,16,"s160901","s141128",0,"2020-07-06",0,25,0,631,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4102","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4103","MADESIL",2,12,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4104","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4105","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,3230,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4106","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4107","OUTLET",2,16,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4108","BELO",2,11,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4109","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","1"
"4110","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4111","INTER",2,13,"s141128","s141128",0,"2020-08-19",0,0,0,3227,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4112","DESTRO",2,14,"s160901","s141128",0,"2020-07-06",0,25,0,617,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4113","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"4114","MADESIL",2,12,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4115","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4116","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,3228,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4117","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4118","OUTLET",2,17,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4119","BELO",2,12,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4120","DEVKOP",4,16,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4121","DONGO",2,11,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4122","INTER",2,14,"s141128","s141128",0,"2020-08-19",0,0,0,3230,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4123","DESTRO",2,16,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4124","PKENTE",2,13,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4125","MADESIL",2,13,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4126","SCHWALM",2,13,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4127","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,3232,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4128","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4129","OUTLET",2,18,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4130","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,654,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4131","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4132","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4133","INTER",2,12,"s141128","s141128",0,"2020-08-19",0,0,0,3232,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4134","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,612,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4135","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4136","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4137","SCHWALM",2,10,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4138","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,3231,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4139","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4140","OUTLET",2,19,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4141","BELO",2,12,"s141128","s141128",0,"2019-09-30",0,0,0,661,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4142","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4143","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4144","INTER",2,12,"s141128","s141128",0,"2020-08-19",0,0,0,3186,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4145","DESTRO",2,11,"s160901","s141128",0,"2020-07-06",0,25,0,605,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4146","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1158,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"4147","MADESIL",2,11,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4148","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4149","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,3193,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4150","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4151","OUTLET",2,19,"s141128","s141128",0,"2019-09-07",1,26,0,936,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4152","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4153","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4154","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4155","INTER",2,12,"s141128","s141128",0,"2020-08-19",0,0,0,3197,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4156","DESTRO",2,14,"s160901","s141128",0,"2020-07-06",0,25,0,615,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4157","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1163,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4158","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4159","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4160","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,2939,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4161","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4162","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,926,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4163","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4164","DEVKOP",4,18,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4165","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2614,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4166","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3200,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4167","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,608,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4168","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1163,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4169","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4170","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,750,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4171","XAPURI",2,12,"special","s141128",0,"2019-11-27",0,0,1,3200,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4172","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4173","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4174","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4175","DEVKOP",4,18,"s181109","s1811091400",5,"2020-03-18",0,0,0,3381,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4176","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2626,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4177","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3196,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4178","DESTRO",2,13,"s160901","s141128",0,"2020-07-06",0,25,0,608,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4179","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1163,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","1"
"4180","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4181","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4182","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,3197,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4183","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,750,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4184","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,926,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4185","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4186","DEVKOP",4,21,"s181109","s1811091400",5,"2020-03-18",0,0,0,3358,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4187","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2626,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4188","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,3193,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4189","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,608,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4190","PKENTE",2,11,"s151221","s141128",0,"2019-10-08",0,2,1,1163,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4191","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4192","SCHWALM",2,12,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4193","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,3182,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4194","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,750,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4195","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4196","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4197","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3358,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4198","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2626,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4199","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,2776,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4200","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,608,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4201","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1163,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4202","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4203","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4204","XAPURI",2,13,"special","s141128",0,"2019-11-27",0,0,1,2777,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4205","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4206","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,936,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4207","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","1"
"4208","DEVKOP",4,19,"s181109","s1811091400",5,"2020-03-18",0,0,0,3358,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","1"
"4209","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2626,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4210","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,2787,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
"4211","DESTRO",2,12,"s160901","s141128",0,"2020-07-06",0,25,0,608,5,4096,100,"ON (Active)","AUTOMATIC",-1,20.75,3,"AUTOMATIC","0"
"4212","PKENTE",2,12,"s151221","s141128",0,"2019-10-08",0,2,1,1163,5,4096,100,"ON (Active)","AUTOMATIC",-1,85.73,2,"AUTOMATIC","0"
"4213","MADESIL",2,10,"special","s141128",0,"2019-10-10",0,1,0,391,5,512,10,"ON (Active)","AUTOMATIC",1,8.95,0,"AUTOMATIC","0"
"4214","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","0"
"4215","XAPURI",2,11,"special","s141128",0,"2019-11-27",0,0,1,2787,5,4096,10,"ON (Active)","AUTOMATIC",-1,0.75,0,"AUTOMATIC","0"
"4216","SCHWALM",2,11,"s141128","s141128",1,"2020-02-06",0,9,0,743,5,2150,100,"ON (Active)","AUTOMATIC",1,56.73,0,"AUTOMATIC","1"
"4217","OUTLET",2,12,"s141128","s141128",0,"2019-09-07",1,26,0,928,3,1024,100,"ON (Active)","AUTOMATIC",1,6.72,4,"AUTOMATIC","0"
"4218","BELO",2,10,"s141128","s141128",0,"2019-09-30",0,0,0,659,5,4096,90,"ON (Active)","AUTOMATIC",-1,21.93,0,"AUTOMATIC","0"
"4219","DEVKOP",4,20,"s181109","s1811091400",5,"2020-03-18",0,0,0,3358,5,4096,100,"ON (Active)","AUTOMATIC",-1,26.23,4,"AUTOMATIC","0"
"4220","DONGO",2,10,"s141128","s141128",2,"2020-09-12",0,1,2,2626,5,1024,100,"ON (Active)","AUTOMATIC",1,37.53,4,"AUTOMATIC","0"
"4221","INTER",2,9,"s141128","s141128",0,"2020-08-19",0,0,0,2790,5,2048,100,"ON (Active)","AUTOMATIC",1,13.46,0,"AUTOMATIC","0"
